University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
Nam Dinh University of Nursing,20.2575,106.1785,https://upload.wikimedia.org/wikipedia/vi/thumb/8/87/Logo_NDUN.png/110px-Logo_NDUN.png,98,public,Vietnam,Nam Dinh,4000,1960,8.42284E+11,dieuduong@ndun.edu.vn,https://ndun.edu.vn/home.html/en,"nursing, public health",Nam Dinh University of Nursing was founded in 1960 and they are popular for nursing and public health.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
National Academy of Education Management,20.9956,105.8002,https://upload.wikimedia.org/wikipedia/vi/f/fa/Hoc_vien_QuanLyGiaoDuc.jpg,66,Academy,Vietnam,Hanoi,3000,1993,8.42439E+11,hvqlgd@moet.edu.vn,https://naeducation.org/,"education management, pedagogy",National Academy of Education Management was founded in 1993 and they are popular for education management and pedagogy.,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
National Academy of Public Administration,21.0164,105.8017,https://vnur.vn/wp-content/uploads/2024/01/hc-logo-63a3b.webp,62,Academy,Vietnam,Hanoi,20000,1959,8.48244E+12,icd.napa@napa.vn,https://napawash.org/,"public administration, political science",National Academy of Public Administration was founded in 1959 and they are popular for public administration and political science.,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
National Economics University,20.9985,105.8097,https://vnur.vn/wp-content/uploads/2023/01/21.Kinh-te-Quoc-dan.jpg,15,public,Vietnam,Hanoi,25000,1956,8436280280,cnttkt@neu.edu.vn,https://en.neu.edu.vn/,"economics, business, finance, management","National Economics University was founded in 1956 and they are popular for economics, business, finance and management.",NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Nguyen Tat Thanh University,10.7628,106.7049,https://vnur.vn/wp-content/uploads/2023/01/19.Nguyen-Tat-Thanh.jpg,17,private,Vietnam,Ho Chi Minh City,30000,1999,84902298300,ntt@ntt.edu.vn,https://ntt.edu.vn/en/,"business, engineering, medicine, IT","Nguyen Tat Thanh University was founded in 1999 and they are popular for business, engineering, medicine and IT.",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Nha Trang University,12.2493,109.1958,https://upload.wikimedia.org/wikipedia/commons/c/c1/Nha_Trang_University_Seal.png,46,public,Vietnam,Nha Trang,17200,1959,8.42584E+11,daotao@ntu.edu.vn,https://en.ntu.edu.vn/,"fisheries, marine science, economics","Nha Trang University was founded in 1959 and they are popular for fisheries, marine science and economics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Pham Ngoc Thach University of Medicine,10.7799,106.6953,https://upload.wikimedia.org/wikipedia/commons/a/a8/YPhamNgocThach.png,71,public,Vietnam,Ho Chi Minh City,10000,2008,8.42839E+11,dhpnt@pnt.edu.vn,https://en.pnt.edu.vn/,"medicine, public health",Pham Ngoc Thach University of Medicine was founded in 2008 and they are popular for medicine and public health.,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA
Phenikaa University,20.9996,105.7733,https://vnur.vn/wp-content/uploads/2023/01/43.Phenikaa.jpg,45,private,Vietnam,Hanoi,25000,2007,8.42463E+11,Info@phenikaa-uni.edu.vn,https://phenikaa-uni.edu.vn/en,"engineering, business, IT","Phenikaa University was founded in 2007 and they are popular for engineering, business and IT.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Posts and Telecommunications Institute of Technology,21.0366,105.7821,https://vnur.vn/wp-content/uploads/2023/01/24.Hoc-vien-Buu-chinh-Vien-thong.jpg,28,public,Vietnam,Hanoi,30000,1953,8.42837E+11,khcnhtqt@ptit.edu.vn,https://english.ptit.edu.vn/,"telecommunications, IT, electronics","Posts and Telecommunications Institute of Technology was founded in 1953 and they are popular for telecommunications, IT and electronics.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Quy Nhon University,13.7664,109.2232,https://vnur.vn/wp-content/uploads/2023/01/18.Quy-Nhon.png,36,public,Vietnam,Quy Nhon,20000,1977,8.42564E+11,dqn@moet.edu.vn,https://en.qnu.edu.vn/,"education, natural sciences, engineering","Quy Nhon University was founded in 1977 and they are popular for education, natural sciences and engineering.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
RMIT University Vietnam,10.7298,106.7319,NA,NA,International,Vietnam,Hanoi,12000,2000,8.42838E+11,enquiries@rmit.edu.vn,https://www.rmit.edu.vn/,"business, IT, design","RMIT University Vietnam was founded in 2000 and they are popular for business, IT and design.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Saigon University,10.7544,106.6828,https://vnur.vn/wp-content/uploads/2023/01/48.Sai-Gon.jpg,43,public,Vietnam,Ho Chi Minh City,20000,2007,8.42838E+11,vanphong@sgu.edu.vn,https://www.sgu.edu.vn/,"business, IT, social sciences","Saigon University was founded in 2007 and they are popular for business, IT and social sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tay Do University,10.0133,105.08,https://vnur.vn/wp-content/uploads/2023/01/76.Tay-Do.jpg,86,private,Vietnam,Can Tho,30000,2006,8.42939E+11,admin@tdu.edu.vn,https://en.tdu.edu.vn/,"agriculture, business, IT","Tay Do University was founded in 2006 and they are popular for agriculture, business and IT.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tay Nguyen University,12.6761,108.0607,https://vnur.vn/wp-content/uploads/2023/01/74.Tay-Nguyen.jpg,75,public,Vietnam,Buon Ma Thuot,10000,1977,8.42624E+11,dhtn@ttn.edu.vn,https://www.ttn.edu.vn/index.php/en/,"agriculture, education, economics","Tay Nguyen University was founded in 1977 and they are popular for agriculture, education and economics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thai Binh University of Medicine and Pharmacy,20.4465,106.3428,https://vnur.vn/wp-content/uploads/2023/01/45.Y-Thai-Binh.jpg,80,public,Vietnam,Thai Binh,6800,1968,8.42274E+11,dhydtb@tbump.edu.vn,https://tbump.edu.vn/,"medicine, pharmacy",Thai Binh University of Medicine and Pharmacy was founded in 1968 and they are popular for medicine and pharmacy.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Thai Nguyen University,21.5927,105.8181,https://vnur.vn/wp-content/uploads/2023/01/17.Thai-Nguyen.jpg,26,public,Vietnam,Thai Nguyen,70000,1994,8.42084E+11,internationa@tnus.edu.vn,http://en.tnue.edu.vn/university,"medicine, engineering, agriculture","Thai Nguyen University was founded in 1994 and they are popular for medicine, engineering and agriculture.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thai Nguyen University of Technology,21.5927,105.8181,NA,NA,public,Vietnam,Thai Nguyen,9000,1965,84912673378,itc@tnut.edu.vn,https://en.ictu.edu.vn/,"engineering, IT",Thai Nguyen University of Technology was founded in 1965 and they are popular for engineering and IT.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thang Long University,21.0131,105.8033,https://vnur.vn/wp-content/uploads/2023/01/54.Thang-Long.jpg,41,private,Vietnam,Hanoi,11000,1988,8.42439E+11,info@thanglong.edu.vn,https://en.thanglong.edu.vn/,"business, IT, engineering","Thang Long University was founded in 1988 and they are popular for business, IT and engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thu Dau Mot University,11.0017,106.6475,https://vnur.vn/wp-content/uploads/2023/01/15.Thu-Dau-Mot.png,32,public,Vietnam,Thu Dau Mot City,18000,2009,8.42744E+11,thongtindientu@tdmu.edu.vn,https://eng.tdmu.edu.vn/,"engineering, business, education","Thu Dau Mot University was founded in 2009 and they are popular for engineering, business and education.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thuongmai University,20.9827,105.7992,https://vnur.vn/wp-content/uploads/2023/01/32.Thuong-mai.jpg,12,public,Vietnam,Hanoi,20000,1960,8.42438E+11,mail@tmu.edu.vn,https://tmu.edu.vn/,"business, economics, marketing, finance","Thuongmai University was founded in 1960 and they are popular for business, economics, marketing and finance.",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Thuy Loi University,21.0323,105.825,https://vnur.vn/wp-content/uploads/2023/01/12.Thuy-loi.jpg,18,public,Vietnam,Hanoi,16000,1959,8.42439E+11,phonghcth@tlu.edu.vn,https://en.tlu.edu.vn/,"water resources engineering, civil engineering",Thuy Loi University was founded in 1959 and they are popular for water resources engineering and civil engineering.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Ton Duc Thang University,10.7328,106.698,https://www.tdtu.edu.vn/sites/www/files/logo/logo-tdt-new.png,5,public,Vietnam,Ho Chi Minh City,24000,1997,8.42838E+11,tonducthanguniversity@tdtu.edu.vn,https://www.tdtu.edu.vn/en,"engineering, business, computer science, medicine","Ton Duc Thang University was founded in 1997 and they are popular for engineering, business, computer science and medicine.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tra Vinh University,9.9342,106.3456,NA,NA,public,Vietnam,Tra Vinh,21000,2006,8.42944E+11,tvu@tvu.edu.vn,https://en.tvu.edu.vn/,"agriculture, business, IT","Tra Vinh University was founded in 2006 and they are popular for agriculture, business and IT.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Architecture Ho Chi Minh City,10.7732,106.6958,https://vnur.vn/wp-content/uploads/2023/01/64.Kien-truc-TP.HCM_.jpg,54,public,Vietnam,Ho Chi Minh City,8000,1976,8483822748,phongcthssv@uah.edu.vn,http://en.uah.edu.vn/,"architecture, design",University of Architecture Ho Chi Minh City was founded in 1976 and they are popular for architecture and design.,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
University of Da Nang,16.074,108.1497,https://vnur.vn/wp-content/uploads/2023/01/9.Da-Nang.jpg,9,public,Vietnam,Da Nang,50000,1994,8.42364E+11,ued@ued.udn.vn,https://udn.vn/english,"engineering, economics, IT, foreign languages","University of Da Nang was founded in 1994 and they are popular for engineering, economics, IT and foreign languages.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Economics – Technology for Industries,20.9592,107.0742,https://vnur.vn/wp-content/uploads/2023/01/19.Kinh-te-Ky-thuat-Cong-nghiep.jpg,99,public,Vietnam,Hanoi,14000,1956,8.42439E+11,admin@studyinvietnam.edu.vn,http://studyinvietnam.edu.vn/detail-university/university-of-economics-and-engineering-industry-275.html,"engineering, economics, IT","University of Economics – Technology for Industries was founded in 1956 and they are popular for engineering, economics and IT.",NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
University of Economics Ho Chi Minh City,10.7629,106.6821,https://vnur.vn/wp-content/uploads/2023/01/6.Kinh-te-TP.HCM_.jpg,4,public,Vietnam,Ho Chi Minh City,38000,1976,8.42838E+11,info@ueh.edu.vn,https://ueh.edu.vn/en/,"economics, business administration, finance","University of Economics Ho Chi Minh City was founded in 1976 and they are popular for economics, business administration and finance.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Labour and Social Affairs CSII,21.0365,105.7675,https://vnur.vn/wp-content/uploads/2023/01/52.lao-dong-Xa-hoi.png,48,public,Vietnam,Hanoi,5000,2005,8.42436E+11,banbientap@molisa.gov.vn,http://ldxh.edu.vn/international-scientific-conference-on-social-work-co-hosted-by-campus-ii-university-of-labour-and-social-affairs.html,"social work, labor relations",University of Labour and Social Affairs CSII was founded in 2005 and they are popular for social work and labor relations.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA
University of Medicine and Pharmacy at Ho Chi Minh City,10.7628,106.6821,https://vnur.vn/wp-content/uploads/2023/01/51.Y-duoc-TP.HCM_.jpg,55,public,Vietnam,Ho Chi Minh City,20000,1947,8.42839E+11,medpharmres@ump.edu.vn,https://www.medpharmres.com/info/about_ump,"medicine, pharmacy",University of Medicine and Pharmacy at Ho Chi Minh City was founded in 1947 and they are popular for medicine and pharmacy.,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
University of Science and Technology of Hanoi,21.044,105.7899,https://vnur.vn/wp-content/uploads/2024/01/Logo-Truong-Dai-hoc-Khoa-hoc-va-Cong-nghe-Ha-Noi-VN-France-University.webp,7,public,Vietnam,Hanoi,40000,2009,8.42438E+11,officeusth@usth.edu.vn,https://usth.edu.vn/en/,"physics, engineering, chemistry, mathematics","University of Science and Technology of Hanoi was founded in 2009 and they are popular for physics, engineering, chemistry and mathematics.",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Transport and Communications,21.0314,105.8006,https://vnur.vn/wp-content/uploads/2023/01/36.Giao-thong-van-tai.jpg,42,public,Vietnam,Hanoi,31000,1945,8.42438E+11,dhgtvt@utc.edu.vn,https://en.utc.edu.vn/,"transport engineering, logistics",University of Transport and Communications was founded in 1945 and they are popular for transport engineering and logistics.,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
University of Transport Technology,21.0325,105.7705,https://vnur.vn/wp-content/uploads/2023/01/65.Cong-nghe-Giao-thong-Van-tai.jpg,44,public,Vietnam,Hanoi,29000,1968,8.42439E+11,nfohn@utt.edu.vn,https://en.utc.edu.vn/,"automotive engineering, logistics",University of Transport Technology was founded in 1968 and they are popular for automotive engineering and logistics.,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Van Hien University,10.8148,106.7118,https://viedu.edu.vn/wp-content/uploads/2021/07/iconlogoDHVanHien.png,92,private,Vietnam,Ho Chi Minh City,7500,1997,8418001568,info@vhu.edu.vn,https://en.vhu.edu.vn/,"business, social sciences, IT","Van Hien University was founded in 1997 and they are popular for business, social sciences and IT.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Van Lang University,10.8508,106.772,https://vnur.vn/wp-content/uploads/2023/01/50.Van-Lang.jpg,19,private,Vietnam,Ho Chi Minh City,40000,1995,8.42871E+11,info@vlu.edu.vn,https://vlu.edu.vn/en/,"architecture, business, medicine, IT","Van Lang University was founded in 1995 and they are popular for architecture, business, medicine and IT.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Vietnam Aviation Academy,10.85,106.6275,https://vaa.edu.vn/wp-content/uploads/2024/07/Group-1000005875.svg,82,Academy,Vietnam,Ho Chi Minh City,10000,1959,8.42838E+11,info@vaa.edu.vn,https://vaa.edu.vn/en/,"aviation, aerospace engineering",Vietnam Aviation Academy was founded in 1959 and they are popular for aviation and aerospace engineering.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam Maritime University,20.859,106.6823,https://vnur.vn/wp-content/uploads/2023/01/44.Hang-hai-Viet-Nam.jpg,38,public,Vietnam,Hai Phong,17000,1956,8.42254E+11,info@vimaru.edu.vn,http://eng.vimaru.edu.vn/,"maritime studies, naval engineering",Vietnam Maritime University was founded in 1956 and they are popular for maritime studies and naval engineering.,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam National University Hanoi,21.0373,105.7823,https://www.vnu.edu.vn/home/images/logo.png,1,public,Vietnam,Hanoi,61000,1906,8.42438E+11,vanphong@vnu.edu.vn,https://vnu.edu.vn/eng/,"business, engineering, natural sciences, social sciences","Vietnam National University Hanoi was founded in 1906 and they are popular for business, engineering, natural sciences and social sciences.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam National University Ho Chi Minh City,10.88,106.789,https://upload.wikimedia.org/wikipedia/vi/thumb/f/fb/VNUHCM_logo.svg/1200px-VNUHCM_logo.svg.png,2,public,Vietnam,Ho Chi Minh City,94000,1995,8.42837E+11,ttkt@vnuhcm.edu.vn,https://vnu.edu.vn/eng/,"engineering, computer science, economics, law","Vietnam National University Ho Chi Minh City was founded in 1995 and they are popular for engineering, computer science, economics and law.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam National University of Agriculture,21.0313,105.9339,https://vnur.vn/wp-content/uploads/2023/01/16.Hoc-vien-Nong-nghiep.jpg,30,public,Vietnam,Hanoi,30000,1956,8.42463E+11,htqt@vnua.edu.vn,https://eng.vnua.edu.vn/,"agriculture, veterinary, biotechnology","Vietnam National University of Agriculture was founded in 1956 and they are popular for agriculture, veterinary and biotechnology.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam National University of Forestry,21.0431,105.7847,https://vnuf.edu.vn/wp-content/uploads/2024/01/logo-footer-2024.png,70,public,Vietnam,Hanoi,16000,1964,8.42434E+11,icd@vnuf.edu.vn,https://env.vnuf.edu.vn/en,"forestry, environmental science",Vietnam National University of Forestry was founded in 1964 and they are popular for forestry and environmental science.,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam Trade Union University,21.0311,105.8142,https://vnur.vn/wp-content/uploads/2023/01/46.Cong-Doan.jpg,53,public,Vietnam,Hanoi,5000,1946,8.42439E+11,congdoan@vku.udn.vn,https://www.sataban.com/vietnam-school/listing/vietnam-trade-union-university,"labor relations, social sciences",Vietnam Trade Union University was founded in 1946 and they are popular for labor relations and social sciences.,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Vietnam University of Traditional Medicine,21.0333,105.851,https://upload.wikimedia.org/wikipedia/commons/7/72/H%E1%BB%8Dc_vi%E1%BB%87n_Y_d%C6%B0%E1%BB%A3c_h%E1%BB%8Dc_c%E1%BB%95_truy%E1%BB%81n_Vi%E1%BB%87t_Nam.jpg,64,public,Vietnam,Ho Chi Minh City,1000,2005,8.42434E+11,hocvienyduoc@ms.vutm.edu.vn,https://en.uhsvnu.edu.vn/tin-tuc/introduction-of-the-faculty-of-traditional-medicine/,"traditional medicine, pharmacy",Vietnam University of Traditional Medicine was founded in 2005 and they are popular for traditional medicine and pharmacy.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA
Vietnam Women's Academy,20.9958,105.8474,https://vnur.vn/wp-content/uploads/2023/01/90.Hoc-vien-Phu-nu.png,52,Academy,Vietnam,Hanoi,2000,1960,8.42438E+11,Congtacsinhvien@vwa.edu.vn,https://hvpnvn.edu.vn/en/,"gender studies, social work",Vietnam Women's Academy was founded in 1960 and they are popular for gender studies and social work.,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
Vietnamese-German University,10.8797,106.8039,NA,NA,public,Vietnam,Binh Duong,1700,2008,8.42742E+11,info@vgu.edu.vn,https://vgu.edu.vn/,"engineering, business, IT","Vietnamese-German University was founded in 2008 and they are popular for engineering, business and IT.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Vinh Medical University,18.6792,105.6867,https://vnur.vn/wp-content/uploads/2023/01/67.Y-khoa-Vinh.png,94,public,Vietnam,Vinh,40000,2010,8.42384E+11,vmu@vmu.edu.vn,https://www.vmu.edu.vn/,"medicine, pharmacy",Vinh Medical University was founded in 2010 and they are popular for medicine and pharmacy.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
Vinh University,18.6792,105.6867,https://vnur.vn/wp-content/uploads/2023/01/27.Vinh_.jpg,25,public,Vietnam,Vinh,36000,1959,8.42384E+11,vinhuni@vinhuni.edu.vn,https://en.vinhuni.edu.vn/,"education, engineering, economics","Vinh University was founded in 1959 and they are popular for education, engineering and economics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
